name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
PALOMAR MEDICAL CENTER,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,18389.57,555 EAST VALLEY PARKWAY ESCONDIDO CA 92025,None,None,"555 E Valley Pkwy, Escondido, CA 92025, USA",33.1248595,-117.0758226,ROOFTOP,ChIJfwVj5mPz24ARHx2q1Saium8,premise,92025,555 EAST VALLEY PARKWAY ESCONDIDO CA 92025,1,OK
OUR LADY OF THE LAKE RMC,5000 Hennessy Blvd,Baton Rouge,LA,70808,114814.51,5000 Hennessy Blvd Baton Rouge LA 70808,None,None,"5000 Hennessy Blvd, Baton Rouge, LA 70808, USA",30.4032304,-91.1085456,ROOFTOP,ChIJzX1GNUGhJoYRE1fvO1qnknc,street_address,70808,5000 Hennessy Blvd Baton Rouge LA 70808,1,OK
MAYO CLINIC HEALTH SYSTEM MANKATKO,1025 MARSH STREET,MANKATO,MN,56002,194.19,1025 MARSH STREET MANKATO MN 56002,None,None,"1025 Marsh St, Mankato, MN 56001, USA",44.1636955,-93.9837194,ROOFTOP,ChIJ3dAmPRw69IcRRwekUkAYgpQ,street_address,56001,1025 MARSH STREET MANKATO MN 56002,1,OK
INSPIRA MEDICAL CENTER WOODBURY  INC,509 N Broad St,WOODBURY,NJ,8096,10644.67,509 N Broad St WOODBURY NJ 8096,None,None,"509 N Broad St, Woodbury, NJ 08096, USA",39.8440752,-75.1499465,ROOFTOP,ChIJm51Yc_nPxokRxVqp_UliinQ,premise,08096,509 N Broad St WOODBURY NJ 8096,1,OK
COMMUNITY HOSPITAL OF INDIANA INC.,7150 Clearvista Dr,Indianapolis,IN,46256,1531.56,7150 Clearvista Dr Indianapolis IN 46256,None,None,"7150 Clearvista Dr, Indianapolis, IN 46256, USA",39.900941,-86.04093,ROOFTOP,ChIJWy8m3MRMa4gRKQlRLeUSpVA,premise,46256,7150 Clearvista Dr Indianapolis IN 46256,1,OK
MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,OH,43750,7446.46,401 MATTHEW STREET MARIETTA OH 43750,None,None,"401 Matthew St, Marietta, OH 45750, USA",39.430606,-81.46454399999999,ROOFTOP,ChIJK6JjyWTMSYgRoKFC6TUEASw,"doctor,establishment,health,hospital,point_of_interest",45750,401 MATTHEW STREET MARIETTA OH 43750,2,OK
ST. JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,TULSA,OK,74104,12999.13,1923 SOUTH UTICA AVENUE TULSA OK 74104,None,None,"1923 S Utica Ave, Tulsa, OK 74104, USA",36.1336001,-95.9655796,ROOFTOP,ChIJK-sV9r7stocRudhdRIFD2AA,premise,74104,1923 SOUTH UTICA AVENUE TULSA OK 74104,1,OK
EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB,ROSWELL,NM,88201,11.82,405 W COUNTRY CLUB ROSWELL NM 88201,None,None,"405 W Country Club Rd, Roswell, NM 88201, USA",33.42385050000001,-104.5284839,ROOFTOP,ChIJeR7BQvhu4oYR_cRRT19wGPM,street_address,88201,405 W COUNTRY CLUB ROSWELL NM 88201,1,OK
ST. CLARE HOSPITAL,707 FOURTEENTH STREET,BARABOO,WI,53913,90,707 FOURTEENTH STREET BARABOO WI 53913,None,None,"707 14th St, Baraboo, WI 53913, USA",43.4810866,-89.73203409999999,ROOFTOP,ChIJibQ7S4JqB4gRIiK7Zx1sIdg,premise,53913,707 FOURTEENTH STREET BARABOO WI 53913,1,OK
ST. PETERSBURG GENERAL,6500 38th Ave N,St Petersburg,FL,33710,3185,6500 38th Ave N St Petersburg FL 33710,None,None,"6500 38th Ave N, St. Petersburg, FL 33710, USA",27.8053256,-82.7260737,ROOFTOP,ChIJO41pSEjjwogRBB9o4fc5eIc,premise,33710,6500 38th Ave N St Petersburg FL 33710,1,OK
U OF UTAH NEUROPSYCHIATRIC INSTITUTE,501 CHIPETA WAY,SALT LAKE CITY,UT,84108,99324.01,501 CHIPETA WAY SALT LAKE CITY UT 84108,None,None,"501 Chipeta Way, Salt Lake City, UT 84108, USA",40.7591075,-111.8236614,GEOMETRIC_CENTER,ChIJlTOiq8VfUocRQmgF6BwCMPU,route,84108,501 CHIPETA WAY SALT LAKE CITY UT 84108,2,OK
KFH - ANTIOCH,4501 Sand Creek Road,Antioch,CA,94531,226220.11,4501 Sand Creek Road Antioch CA 94531,None,None,"Kaiser Antioch Medical Center - Main Building, 4501 Sand Creek Rd, Antioch, CA 94531, USA",37.9508418,-121.7749286,ROOFTOP,ChIJfz6oyWf4j4ARQZAVjvUkaT0,premise,94531,4501 Sand Creek Road Antioch CA 94531,1,OK
Deaconess Medical Center,800 W 5th Ave,Spokane,WA,99204,248488.79,800 W 5th Ave Spokane WA 99204,None,None,"800 W 5th Ave, Spokane, WA 99204, USA",47.6520746,-117.4232235,ROOFTOP,ChIJA9yprmUYnlQRwPU3wOl9yYk,premise,99204,800 W 5th Ave Spokane WA 99204,1,OK
MCLEOD REGIONAL MEDICAL CENTER,555 E Cheves St,Florence,SC,29506,18697.09,555 E Cheves St Florence SC 29506,None,None,"555 E Cheves St, Florence, SC 29506, USA",34.1969976,-79.7593582,ROOFTOP,ChIJZ1K6XmxnVYgRuRFSVO5DOgg,street_address,29506,555 E Cheves St Florence SC 29506,1,OK
HOSPITAL DAMAS,2213 Ponce By Pass,Ponce,PR,717,22105.68,2213 Ponce By Pass Ponce PR 717,None,None,"2213 Ponce Bypass, Ponce, 00717, Puerto Rico",17.9970214,-66.6180176,ROOFTOP,ChIJVVVV4QkqHYwRTTh4QG0WUA8,street_address,00717,2213 Ponce By Pass Ponce PR 717,1,OK
HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,7030,16830.53,308 WILLOW AVE HOBOKEN NJ 7030,None,None,"308 Willow Ave, Hoboken, NJ 07030, USA",40.7415814,-74.0341491,ROOFTOP,ChIJq6isOF5XwokR807v6pT9WtI,premise,07030,308 WILLOW AVE HOBOKEN NJ 7030,1,OK
MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION AVE,NEW ROCHELLE,NY,10802,15218.17,16 GUION AVE NEW ROCHELLE NY 10802,None,None,"16 Guion Pl, New Rochelle, NY 10801, USA",40.9128806,-73.78735859999999,ROOFTOP,ChIJU-LnE5uNwokRCbJ1egFo02Q,premise,10801,16 GUION AVE NEW ROCHELLE NY 10802,1,OK
SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,228671.3,222 W 39TH AVE SAN MATEO CA 94403,None,None,"222 W 39th Ave, San Mateo, CA 94403, USA",37.5312245,-122.2991375,ROOFTOP,ChIJ684oOxCfj4ARlDvcjzbi4SM,street_address,94403,222 W 39TH AVE SAN MATEO CA 94403,1,OK
THE GRIFFIN HOSPITAL,130 Division St,Derby,CT,6418,53496.56,130 Division St Derby CT 6418,None,None,"130 Division St, Derby, CT 06418, USA",41.3350191,-73.0886199,ROOFTOP,ChIJla_I5IHg54kR_vIEuvx1NIg,street_address,06418,130 Division St Derby CT 6418,1,OK
UT HEALTH CENTER AT TYLER,11937 Us Highway 271,Tyler,TX,75708,44210.33,11937 Us Highway 271 Tyler TX 75708,None,None,"11937 US-271, Tyler, TX 75708, USA",32.4252592,-95.2134143,ROOFTOP,ChIJHZ3ZOgnQSYYR0WyOF2Xk904,street_address,75708,11937 Us Highway 271 Tyler TX 75708,1,OK
CHRISTUS SPOHN HOSP CORPUS CHRISTI,2606 HOSPITAL BOULEVARD,CORPUS CHRISTI,TX,78405,511.7,2606 HOSPITAL BOULEVARD CORPUS CHRISTI TX 78405,None,None,"2606 Hospital Blvd, Corpus Christi, TX 78405, USA",27.7800347,-97.4161098,ROOFTOP,ChIJn4zO50leaIYR3_0R_omIuZw,premise,78405,2606 HOSPITAL BOULEVARD CORPUS CHRISTI TX 78405,1,OK
Lemuel Shattuck Hospital,170 Morton St,Jamaica Plain,MA,2130,14250.67,170 Morton St Jamaica Plain MA 2130,None,None,"170 Morton St, Jamaica Plain, MA 02130, USA",42.2993311,-71.101671,ROOFTOP,ChIJE7brN1x544kRdSuEIFBLiSU,"establishment,health,hospital,point_of_interest",02130,170 Morton St Jamaica Plain MA 2130,2,OK
MCHS FRANCISCAN HEALTHCARE  INC,700 West Ave S,LA Crosse,WI,54601,13399.03,700 West Ave S LA Crosse WI 54601,None,None,"700 West Ave S, La Crosse, WI 54601, USA",43.8043634,-91.2427084,ROOFTOP,ChIJ2WVsPQ1V-YcRAWZa6oiFTBg,premise,54601,700 West Ave S LA Crosse WI 54601,1,OK
GWINNETT HOSPITAL SYSTEM  INC,3620 Howell Ferry Road,Duluth,GA,30096,83406.44,3620 Howell Ferry Road Duluth GA 30096,None,None,"3620 Howell Ferry Rd NW, Duluth, GA 30096, USA",34.0001988,-84.163547,ROOFTOP,ChIJV25bIW2i9YgRmDlxW17MiVM,street_address,30096,3620 Howell Ferry Road Duluth GA 30096,1,OK
PROVIDENCE HOSPITAL,16001 W 9 Mile Rd,Southfield,MI,48075,21091.39,16001 W 9 Mile Rd Southfield MI 48075,None,None,"16001 W Nine Mile Rd, Southfield, MI 48075, USA",42.4579777,-83.2052537,ROOFTOP,ChIJC9z5cQjJJIgRG3tzueuTGtw,premise,48075,16001 W 9 Mile Rd Southfield MI 48075,1,OK
TUFTS MEDICAL CENTER,750 Washington St,Boston,MA,2111,2122912.71,750 Washington St Boston MA 2111,None,None,"750 Washington St, Boston, MA 02111, USA",42.3500172,-71.0632317,ROOFTOP,ChIJl0y8E3d644kRtkM_YwH-T6U,"establishment,point_of_interest",02111,750 Washington St Boston MA 2111,1,OK
SWEDISH MEDICAL CENTER,747 Broadway,Seattle,WA,98122,289674.62,747 Broadway Seattle WA 98122,None,None,"747 Broadway, Seattle, WA 98122, USA",47.6084642,-122.3214803,ROOFTOP,ChIJ-aOBUMhqkFQR1axJvE-fojw,street_address,98122,747 Broadway Seattle WA 98122,1,OK
KFH - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,CA,94115,800,2425 GEARY BOULEVARD SAN FRANCISCO CA 94115,None,None,"2425 Geary Blvd, San Francisco, CA 94115, USA",37.7824588,-122.4430966,ROOFTOP,ChIJB_FUo7WAhYARVqPZwXUtZyA,premise,94115,2425 GEARY BOULEVARD SAN FRANCISCO CA 94115,1,OK
THE MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM ST,GREENSBORO,NC,27401,47975.42,1200 NORTH ELM ST GREENSBORO NC 27401,None,None,"1200 N Elm St, Greensboro, NC 27401, USA",36.0910599,-79.78725179999999,ROOFTOP,ChIJXRt50NUeU4gRL6e-dJ7hPjs,premise,27401,1200 NORTH ELM ST GREENSBORO NC 27401,1,OK
Capital Region Medical Center,1125 Madison St,Jefferson City,MO,65101,2732.72,1125 Madison St Jefferson City MO 65101,None,None,"1125 Madison St, Jefferson City, MO 65101, USA",38.5656957,-92.1816949,ROOFTOP,ChIJlXOJdGFe24cRDWxcApJnAuU,premise,65101,1125 Madison St Jefferson City MO 65101,1,OK
SAINT BARNABAS MEDICAL CENTER,94 Old Short Hills Rd,Livingston,NJ,7039,157674.69,94 Old Short Hills Rd Livingston NJ 7039,None,None,"94 Old Short Hills Rd, Livingston, NJ 07039, USA",40.7631494,-74.3047629,ROOFTOP,ChIJ65dWJ_mrw4kR05sQxxVNk9s,premise,07039,94 Old Short Hills Rd Livingston NJ 7039,1,OK
SOUTH POINTE HOSPITAL,4110 WARRENSVILLE CENTER ROAD,WARRENSVILLE HEIGHTS,OH,44122,36303.84,4110 WARRENSVILLE CENTER ROAD WARRENSVILLE HEIGHTS OH 44122,None,None,"4110 Warrensville Center Rd, Highland Hills, OH 44122, USA",41.4479423,-81.5364918,ROOFTOP,ChIJG_wsQLXiMIgRdbytOsxzgUI,street_address,44122,4110 WARRENSVILLE CENTER ROAD WARRENSVILLE HEIGHTS OH 44122,1,OK
NORTH MEMORIAL HEALTH CARE,3300 Oakdale Ave N,Robbinsdale,MN,55422,17202.98,3300 Oakdale Ave N Robbinsdale MN 55422,None,None,"3300 Oakdale Ave N, Minneapolis, MN 55422, USA",45.0145559,-93.323251,ROOFTOP,ChIJ218CrMMzs1IRZHjo2-lTGQU,premise,55422,3300 Oakdale Ave N Robbinsdale MN 55422,1,OK
BANNER UNIVERSITY MED CENTER TUCSON,1501 NORTH CAMPBELL AVE,TUCSON,AZ,85721,3289.85,1501 NORTH CAMPBELL AVE TUCSON AZ 85721,None,None,"1501 N Campbell Ave, Tucson, AZ 85724, USA",32.2410854,-110.946286,ROOFTOP,ChIJTeAPYqZx1oYR44f2veCWUuE,premise,85724,1501 NORTH CAMPBELL AVE TUCSON AZ 85721,1,OK
ST. FRANCIS HOSPITAL WILMINGTON,701 N Clayton St,Wilmington,DE,19805,1943.05,701 N Clayton St Wilmington DE 19805,None,None,"701 N Clayton St, Wilmington, DE 19805, USA",39.7497948,-75.5666519,ROOFTOP,ChIJWb1DwQz9xokRAnCAKfq325g,street_address,19805,701 N Clayton St Wilmington DE 19805,1,OK
ST. MARYS MEDICAL CENTER,San Francisco International Airport,San Francisco,CA,94125,29578.76,San Francisco International Airport San Francisco CA 94125,None,None,"San Francisco International Airport (SFO), San Francisco, CA 94128, USA",37.6213129,-122.3789554,GEOMETRIC_CENTER,ChIJVVVVVYx3j4ARP-3NGldc8qQ,"airport,establishment,point_of_interest",94128,San Francisco International Airport San Francisco CA 94125,1,OK
SOUTHERN MAINE HEALTH CARE,One Medical Center Drive,Biddeford,ME,4005,7086.62,One Medical Center Drive Biddeford ME 4005,None,None,"1 Medical Center Dr, Biddeford, ME 04005, USA",43.4773698,-70.4903442,ROOFTOP,ChIJ2cohRJukskwREhCE7WZDYBc,"establishment,health,hospital,point_of_interest",04005,One Medical Center Drive Biddeford ME 4005,1,OK
BETHESDA HOSPITAL  INC,2815 S Seacrest Blvd,Boynton Beach,FL,33435,25343.33,2815 S Seacrest Blvd Boynton Beach FL 33435,None,None,"2815 S Seacrest Blvd, Boynton Beach, FL 33435, USA",26.5046196,-80.0697661,ROOFTOP,ChIJOfpiKQzf2IgRRpkOcbf8FrA,street_address,33435,2815 S Seacrest Blvd Boynton Beach FL 33435,1,OK
REGIONAL MEDICAL CENTRE BAYONET POIN,14000 Fivay Rd,Hudson,FL,34667,2226.39,14000 Fivay Rd Hudson FL 34667,None,None,"14000 Fivay Rd, Hudson, FL 34667, USA",28.3612503,-82.6881834,ROOFTOP,ChIJ46XVmp-bwogRrqxm_V6Lyic,street_address,34667,14000 Fivay Rd Hudson FL 34667,1,OK
CLEVELAND CLINIC HOSPITAL,9500 EUCLID AVENUE,CLEVELAND,OH,44195,9810956.13,9500 EUCLID AVENUE CLEVELAND OH 44195,None,None,"9500 Euclid Ave, Cleveland, OH 44195, USA",41.502823,-81.62172199999999,ROOFTOP,ChIJz226qpv7MIgRXJM21BWltTM,street_address,44195,9500 EUCLID AVENUE CLEVELAND OH 44195,1,OK
RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,7207.88,355 BARD AVENUE STATEN ISLAND NY 10310,None,None,"355 Bard Ave, Staten Island, NY 10310, USA",40.6356701,-74.10582699999999,ROOFTOP,ChIJMzhCghROwokRcO4pq9XE4Js,premise,10310,355 BARD AVENUE STATEN ISLAND NY 10310,1,OK
ST. PETERS HOSPITAL,315 So. Manning Blvd,Albany,NY,12208,19959.24,315 So. Manning Blvd Albany NY 12208,None,None,"315 S Manning Blvd, Albany, NY 12208, USA",42.656158,-73.8034993,ROOFTOP,ChIJU9ozK_IK3okRH9TezFYNFTY,street_address,12208,315 So. Manning Blvd Albany NY 12208,1,OK
ST PATRICK HOSPITAL,500 W Broadway St,Missoula,MT,59802,16651.38,500 W Broadway St Missoula MT 59802,None,None,"500 W Broadway St, Missoula, MT 59802, USA",46.8755594,-114.0000297,ROOFTOP,ChIJTVMWY4DOXVMRbCaw2KXbjlQ,premise,59802,500 W Broadway St Missoula MT 59802,1,OK
AVENTURA HOSPITAL AND MED CTR,2801 NE 209TH ST AT BISCAYNE BLVD,MIAMI,FL,33180,29072,2801 NE 209TH ST AT BISCAYNE BLVD MIAMI FL 33180,None,None,"2801 NE 209th St, Aventura, FL 33180, USA",25.9689939,-80.1457939,RANGE_INTERPOLATED,EikyODAxIE5FIDIwOXRoIFN0LCBBdmVudHVyYSwgRkwgMzMxODAsIFVTQSIbEhkKFAoSCc2v_J9hrNmIEZ9aQenhyO8fEPEV,street_address,33180,2801 NE 209TH ST AT BISCAYNE BLVD MIAMI FL 33180,1,OK
MEMORIAL HOSPITAL FOR CANCER AND ALL,1275 YORK AVENUE,NEW YORK,NY,10065,47576.89,1275 YORK AVENUE NEW YORK NY 10065,None,None,"1275 York Ave, New York, NY 10065, USA",40.7641575,-73.9561019,ROOFTOP,ChIJfz6STcJYwokRFONBxt9Ytvs,street_address,10065,1275 YORK AVENUE NEW YORK NY 10065,1,OK
BOARD OF TRUSTEES OF THE UNIVERSITY,1740 W Taylor St,Chicago,IL,60612,1607976.03,1740 W Taylor St Chicago IL 60612,None,None,"1740 W Taylor St, Chicago, IL 60612, USA",41.8693625,-87.67053179999999,ROOFTOP,ChIJy3hgAhEtDogRnMtPUI7AgQ4,street_address,60612,1740 W Taylor St Chicago IL 60612,1,OK
CPMC-R.K. DAVIES MEDICAL CENTER,45 Castro St,San Francisco,CA,94114,70620.31,45 Castro St San Francisco CA 94114,None,None,"45 Castro St, San Francisco, CA 94114, USA",37.768847,-122.4354438,ROOFTOP,ChIJpXhzdqiAhYARuJmADRUwnFM,premise,94114,45 Castro St San Francisco CA 94114,1,OK
Upmc Hamot,201 State St,Erie,PA,16550,59219.21,201 State St Erie PA 16550,None,None,"201 State St, Erie, PA 16550, USA",42.1345666,-80.0864975,ROOFTOP,ChIJVfPXMO5_LYgRYPTia0Zv1u4,street_address,16550,201 State St Erie PA 16550,1,OK
KFH - REDWOOD CITY,1100 Veterans Blvd,Redwood City,CA,94063,3003.45,1100 Veterans Blvd Redwood City CA 94063,None,None,"1100 Veterans Blvd, Redwood City, CA 94063, USA",37.4893313,-122.223976,ROOFTOP,ChIJg13YjlSij4ARvDd4OFCr8Kw,street_address,94063,1100 Veterans Blvd Redwood City CA 94063,1,OK
BEAUMONT HEALTH - WAYNE,33155 Annapolis St,Wayne,MI,48184,23388.4,33155 Annapolis St Wayne MI 48184,None,None,"33155 Annapolis St, Wayne, MI 48184, USA",42.273419,-83.36468959999999,ROOFTOP,ChIJBb7YTJpOO4gRsaTMq7HFzS4,street_address,48184,33155 Annapolis St Wayne MI 48184,1,OK
TEXAS HEALTH DALLAS,8200 Walnut Hill Lane,Dallas,TX,75231,44246.15,8200 Walnut Hill Lane Dallas TX 75231,None,None,"8200 Walnut Hill Ln, Dallas, TX 75231, USA",32.8794383,-96.76320079999999,ROOFTOP,ChIJRSKjge6fToYRbNHdvTHqSBU,premise,75231,8200 Walnut Hill Lane Dallas TX 75231,1,OK
USC NORRIS CANCER HOSPITAL,1441 Eastlake Ave,Los Angeles,CA,90089,2644249.26,1441 Eastlake Ave Los Angeles CA 90089,None,None,"USC/Norris Comprehensive Cancer Center and Hospital, 1441 Eastlake Ave, Los Angeles, CA 90033, USA",34.0615104,-118.2053422,ROOFTOP,ChIJwTEARN_FwoARuFGs7EO_LFA,premise,90033,1441 Eastlake Ave Los Angeles CA 90089,1,OK
HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,21565.87,ONE HURLEY PLAZA FLINT MI 48503,None,None,"Flint, MI 48502, USA",43.0212629,-83.7046814,GEOMETRIC_CENTER,ChIJc3sKhRqCI4gRSMx8RALhCIg,"establishment,health,hospital,point_of_interest",48502,ONE HURLEY PLAZA FLINT MI 48503,1,OK
SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,80218,55957.82,1375 E 19TH AVE DENVER CO 80218,None,None,"1375 E 19th Ave, Denver, CO 80218, USA",39.7461882,-104.9717268,ROOFTOP,ChIJ1RUBmjF5bIcRPyCbIKrVf6A,street_address,80218,1375 E 19TH AVE DENVER CO 80218,1,OK
PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32nd Ave,Milwaukie,OR,97222,3798.98,10150 SE 32nd Ave Milwaukie OR 97222,None,None,"10150 SE 32nd Ave, Milwaukie, OR 97222, USA",45.4492796,-122.6274783,ROOFTOP,ChIJyThXDDB1lVQRvzfUlI1zMog,premise,97222,10150 SE 32nd Ave Milwaukie OR 97222,1,OK
BANNER UNIVERSITY MED CENTER SOUTH,2800 E Ajo Way,Tucson,AZ,85713,913.1,2800 E Ajo Way Tucson AZ 85713,None,None,"2800 E Ajo Way, Tucson, AZ 85714, USA",32.1763145,-110.9306077,ROOFTOP,ChIJXb6O0Zl61oYRQ5j8U9nMBMo,street_address,85714,2800 E Ajo Way Tucson AZ 85713,1,OK
BAYFRONT HEALTH ST. PETERSBURG,701 6th St S,St Petersburg,FL,33701,64145.6,701 6th St S St Petersburg FL 33701,None,None,"701 6th St S, St. Petersburg, FL 33701, USA",27.7634827,-82.642014,ROOFTOP,ChIJs055y4jhwogROYhuzVvDUOQ,premise,33701,701 6th St S St Petersburg FL 33701,1,OK
KFH - VALLEJO,975 SERRANO DRIVE,VALLEJO,CA,94589,21804.32,975 SERRANO DRIVE VALLEJO CA 94589,None,None,"975 Sereno Dr, Vallejo, CA 94589, USA",38.12766999999999,-122.2484432,ROOFTOP,ChIJF_K2Y0tzhYAR8FqegrNwWuA,street_address,94589,975 SERRANO DRIVE VALLEJO CA 94589,1,OK
University Medical Center,1800 W. Charleston Blvd.,Las Vegas,NV,89102,16776.66,1800 W. Charleston Blvd. Las Vegas NV 89102,None,None,"1800 W Charleston Blvd, Las Vegas, NV 89102, USA",36.1597177,-115.1657104,ROOFTOP,ChIJGfSIyezDyIARS4x71AiXKWI,street_address,89102,1800 W. Charleston Blvd. Las Vegas NV 89102,1,OK
SAN LUCAS PONCE,917 AVE TITO CASTRO,PONCE,PR,733,12655.29,917 AVE TITO CASTRO PONCE PR 733,None,None,"917 Av. Tito Castro, Ponce, 00716, Puerto Rico",18.0305718,-66.5936447,RANGE_INTERPOLATED,Ei45MTcgQXYuIFRpdG8gQ2FzdHJvLCBQb25jZSwgMDA3MTYsIFB1ZXJ0byBSaWNvIhsSGQoUChIJZwjj0gzVHIwRfEYUQR7NefIQlQc,street_address,00716,917 AVE TITO CASTRO PONCE PR 733,1,OK
LORETTO HOSPITAL,645 SOUTH CENTRAL AVENUE,CHICAGO,IL,60646,8714.49,645 SOUTH CENTRAL AVENUE CHICAGO IL 60646,None,None,"645 S Central Ave, Chicago, IL 60644, USA",41.8721272,-87.7636486,ROOFTOP,ChIJy8vJ3G4zDogRwpDrE3C0MOg,premise,60644,645 SOUTH CENTRAL AVENUE CHICAGO IL 60646,1,OK
ST JOHN HOSPITAL & MEDICAL CENTER,22101 MOROSS,DETROIT,MI,48236,28608.68,22101 MOROSS DETROIT MI 48236,None,None,"22101 Moross Rd, Detroit, MI 48236, USA",42.4192825,-82.91456459999999,ROOFTOP,ChIJaeiNzwTWJIgRODr9X6VGG9Q,street_address,48236,22101 MOROSS DETROIT MI 48236,1,OK
BAPTIST SAINT ANTHONYS HOSPITAL,1600 Wallace Blvd,Amarillo,TX,79106,7829.97,1600 Wallace Blvd Amarillo TX 79106,None,None,"1600 Wallace Blvd, Amarillo, TX 79106, USA",35.198228,-101.9213931,ROOFTOP,ChIJl1WKObJRAYcRusHBW06VpYA,premise,79106,1600 Wallace Blvd Amarillo TX 79106,1,OK
QUEENS HOSPITAL CENTER,8268 164th St,Jamaica,NY,11432,1552.43,8268 164th St Jamaica NY 11432,None,None,"8268 164th St, Jamaica, NY 11432, USA",40.7176091,-73.8047781,GEOMETRIC_CENTER,ChIJb1IpqOVgwokR_hYBGLDNoiA,premise,11432,8268 164th St Jamaica NY 11432,1,OK
KFH - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,2358.42,1 QUALITY DRIVE VACAVILLE CA 95688,None,None,"1 Quality Dr, Vacaville, CA 95688, USA",38.3882169,-121.9387685,ROOFTOP,ChIJP2BL8iQjhYARqDvAkq8qgfE,street_address,95688,1 QUALITY DRIVE VACAVILLE CA 95688,1,OK
ST. ROSE DOMINICAN - SIENA,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,45293.87,3001 ST ROSE PARKWAY HENDERSON NV 89052,None,None,"3001 St Rose Pkwy, Henderson, NV 89052, USA",36.0045271,-115.1150581,ROOFTOP,ChIJyUKHixLOyIARJxaHp5jH2P8,street_address,89052,3001 ST ROSE PARKWAY HENDERSON NV 89052,1,OK
ST. ELIZABETH HOSPITAL,1506 SOUTH ONEIDA STREET,APPLETON,WI,54915,97.91,1506 SOUTH ONEIDA STREET APPLETON WI 54915,None,None,"1506 S Oneida St, Appleton, WI 54915, USA",44.2485131,-88.4027376,ROOFTOP,ChIJ2-ErIk23A4gRg9DPjqL15bo,street_address,54915,1506 SOUTH ONEIDA STREET APPLETON WI 54915,1,OK
South Nassau Communities Hospital,One Healthy Way,Oceanside,NY,11572,8107.82,One Healthy Way Oceanside NY 11572,None,None,"One Healthy Way, Oceanside, NY 11572, USA",40.6528352,-73.63057049999999,GEOMETRIC_CENTER,EiNPbmUgSGVhbHRoeSBXYXksIE9jZWFuc2lkZSwgTlksIFVTQSIuKiwKFAoSCYcv7oZCe8KJEavNqN5hrO-eEhQKEgnPEZKO2HrCiRGUN-7jZVGx9A,route,11572,One Healthy Way Oceanside NY 11572,1,OK
BATON ROUGE GENERAL,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,23989.48,3600 FLORIDA BLVD BATON ROUGE LA 70806,None,None,"3600 Florida Blvd, Baton Rouge, LA 70806, USA",30.4491379,-91.15310459999999,ROOFTOP,ChIJDT09wUChJoYR_NFJ_TCLRjY,street_address,70806,3600 FLORIDA BLVD BATON ROUGE LA 70806,1,OK
FAIRVIEW HOSPITAL,18101 Lorain Ave,Cleveland,OH,44111,7211.32,18101 Lorain Ave Cleveland OH 44111,None,None,"18101 Lorain Ave, Cleveland, OH 44111, USA",41.45047,-81.82122,ROOFTOP,ChIJ1xfVygrtMIgR7-8887NMm6s,street_address,44111,18101 Lorain Ave Cleveland OH 44111,1,OK
MAYO CLINIC FLORIDA,4500 SAN PABLO ROAD,JACKSONVILLE,FL,32224,535056.67,4500 SAN PABLO ROAD JACKSONVILLE FL 32224,None,None,"Davis Building, 4500 San Pablo Rd S, Jacksonville, FL 32224, USA",30.2627916,-81.4414608,ROOFTOP,ChIJ-5qC-xBK5IgRj19G9dMexXs,premise,32224,4500 SAN PABLO ROAD JACKSONVILLE FL 32224,1,OK
MERCY HOSPITAL - ST. LOUIS,615 S NEW BALLAS RD,SAINT LOUIS,MO,63141,68921.53,615 S NEW BALLAS RD SAINT LOUIS MO 63141,None,None,"615 S New Ballas Rd, St. Louis, MO 63141, USA",38.6439938,-90.4465938,ROOFTOP,ChIJTwRG2lbN2IcRXvDazEsRPuw,street_address,63141,615 S NEW BALLAS RD SAINT LOUIS MO 63141,1,OK
LARKIN COMMUNITY HOSPITAL,7031 SW 62nd Avenue,Miami,FL,33143,27295,7031 SW 62nd Avenue Miami FL 33143,None,None,"7031 SW 62nd Ave, South Miami, FL 33143, USA",25.7055392,-80.2931475,ROOFTOP,ChIJP7Ct_vHH2YgR4HWHr85akKc,premise,33143,7031 SW 62nd Avenue Miami FL 33143,1,OK
